CUSTOMER_ID,CUSTOMER_NAME,LAST_ORDER_DATE,FREQUENCY,MONETARY_VALUE,RECENCY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_TOTAL,SEGMENT
JC-15385,Jenna Caffey,2014-12-23,25,12978.93,2199,5,4,4,13,Champions
DC-13285,Debra Catini,2014-12-13,23,16164.65,2209,4,4,5,13,Champions
MS-17770,Maxwell Schwartz,2014-11-27,36,17382.94,2225,3,5,5,13,Champions
NP-18325,Naresj Patel,2014-12-30,25,11778.49,2192,5,4,4,13,Champions
TP-21565,Tracy Poddar,2014-12-17,30,12429.8,2205,4,5,4,13,Champions
JK-15640,Jim Kriz,2014-12-31,26,12637.45,2191,5,4,4,13,Champions
AS-10045,Aaron Smayling,2014-12-08,28,12596.29,2214,4,5,4,13,Champions
CR-12730,Craig Reiter,2014-12-09,24,19487.96,2213,4,4,5,13,Champions
GW-14605,Giulietta Weimer,2014-12-13,25,16239.49,2209,4,4,5,13,Champions
DJ-13630,Doug Jacobs,2014-12-19,27,12560.13,2203,4,5,4,13,Champions
CM-12115,Chad McGuire,2014-12-23,20,14657.95,2199,5,3,5,13,Champions
KC-16675,Kimberly Carter,2014-12-29,23,13531.28,2193,5,4,4,13,Champions
PR-18880,Patrick Ryan,2014-12-06,29,13243.62,2216,4,5,4,13,Champions
FA-14230,Frank Atkinson,2014-12-09,29,13535.06,2213,4,5,4,13,Champions
BP-11095,Bart Pistole,2014-12-29,32,8327.87,2193,5,5,3,13,Champions
SC-20050,Sample Company A,2014-11-21,30,16813.22,2231,3,5,5,13,Champions
CA-12265,Christina Anderson,2014-11-27,31,18472.67,2225,3,5,5,13,Champions
FH-14275,Frank Hawley,2014-12-27,23,13569.57,2195,5,4,4,13,Champions
MK-17905,Michael Kennedy,2014-12-10,31,13202.45,2212,4,5,4,13,Champions
TB-21520,Tracy Blumstein,2014-12-01,34,16716.76,2221,3,5,5,13,Champions
KD-16495,Keith Dawkins,2014-11-15,36,24996.5,2237,3,5,5,13,Champions
DL-13315,Delfina Latchford,2014-12-13,27,18505.6,2209,4,4,5,13,Champions
KL-16645,Ken Lonsdale,2014-11-14,28,22553.11,2238,3,5,5,13,Champions
AB-10105,Adrian Barton,2014-12-04,33,22966.78,2218,3,5,5,13,Champions
KM-16660,Khloe Miller,2014-12-16,29,10785.26,2206,4,5,4,13,Champions
GH-14410,Gary Hansen,2014-12-11,36,13659.6,2211,4,5,4,13,Champions
RP-19270,Rachel Payne,2014-12-24,26,13725.58,2198,5,4,4,13,Champions
TH-21100,Thea Hendricks,2014-12-25,27,13684.87,2197,5,4,4,13,Champions
GP-14740,Guy Phonely,2014-12-30,25,10793.73,2192,5,4,4,13,Champions
RA-19945,Ryan Akin,2014-12-30,23,11696.03,2192,5,4,4,13,Champions
MO-17800,Meg O'Connel,2014-12-25,25,13709.12,2197,5,4,4,13,Champions
JL-15175,James Lanier,2014-12-25,27,13499.87,2197,5,4,4,13,Champions
DB-13060,Dave Brooks,2014-12-15,26,23476.91,2207,4,4,5,13,Champions
HD-14785,Harold Dahlen,2014-11-19,29,16749.14,2233,3,5,5,13,Champions
DL-13495,Dionis Lloyd,2014-12-09,27,15872.18,2213,4,4,5,13,Champions
JM-15580,Jill Matthias,2014-12-31,24,13295.86,2191,5,4,4,13,Champions
SS-20410,Shahid Shariari,2014-11-28,27,15759.48,2224,3,5,5,13,Champions
TH-21235,Tiffany House,2014-12-23,26,12896.25,2199,5,4,4,13,Champions
RH-19495,Rick Hansen,2014-12-07,28,13295.75,2215,4,5,4,13,Champions
PS-18760,Pamela Stobb,2014-12-02,28,15926.55,2220,3,5,5,13,Champions
KT-16465,Kean Takahito,2014-11-18,32,15725.04,2234,3,5,5,13,Champions
SH-19975,Sally Hughsby,2014-12-06,29,10893.51,2216,4,5,4,13,Champions
MG-17680,Maureen Gastineau,2014-11-25,28,16061.64,2227,3,5,5,13,Champions
RM-19375,Raymond Messe,2014-12-13,25,16077.68,2209,4,4,5,13,Champions
SH-20395,Shahid Hopkins,2014-12-08,33,12849.17,2214,4,5,4,13,Champions
GM-14440,Gary McGarr,2014-12-12,26,15782.46,2210,4,4,5,13,Champions
KD-16270,Karen Daniels,2014-11-25,29,23204.27,2227,3,5,5,13,Champions
SJ-20215,Sarah Jordon,2014-12-03,32,14709.7,2219,3,5,5,13,Champions
CC-12220,Chris Cortes,2014-12-11,32,7308.73,2211,4,5,3,12,Loyal Customers
SC-20095,Sanjit Chand,2014-10-17,28,25602.61,2266,2,5,5,12,Loyal Customers
SC-20260,Scott Cohen,2014-12-31,26,9366.19,2191,5,4,3,12,Loyal Customers
EM-14200,Evan Minnotte,2014-11-20,23,17087.78,2232,3,4,5,12,Loyal Customers
KC-16540,Kelly Collister,2014-11-20,25,18897.13,2232,3,4,5,12,Loyal Customers
SV-20365,Seth Vernon,2014-10-05,31,22376.45,2278,2,5,5,12,Loyal Customers
BS-11665,Brian Stugart,2014-12-02,24,17468.88,2220,3,4,5,12,Loyal Customers
AD-10180,Alan Dominguez,2014-12-02,27,17858.5,2220,3,4,5,12,Loyal Customers
JH-16180,Justin Hirsh,2014-11-11,31,18267.01,2241,2,5,5,12,Loyal Customers
CS-12175,Charles Sheldon,2014-11-01,29,16706.1,2251,2,5,5,12,Loyal Customers
IM-15070,Irene Maddox,2014-11-21,27,17854.1,2231,3,4,5,12,Loyal Customers
CB-12535,Claudia Bergmann,2014-11-19,27,18108.67,2233,3,4,5,12,Loyal Customers
RW-19540,Rick Wilson,2014-11-19,25,19423.69,2233,3,4,5,12,Loyal Customers
SC-20305,Sean Christensen,2014-12-02,26,17696.72,2220,3,4,5,12,Loyal Customers
CD-12280,Christina DeMoss,2014-11-20,24,16779.55,2232,3,4,5,12,Loyal Customers
AG-10900,Arthur Gainer,2014-11-04,29,18174.17,2248,2,5,5,12,Loyal Customers
TS-21370,Todd Sumrall,2014-11-25,27,23201.68,2227,3,4,5,12,Loyal Customers
AF-10885,Art Foster,2014-11-08,35,19711.17,2244,2,5,5,12,Loyal Customers
PF-19120,Peter Fuller,2014-10-08,28,27993.05,2275,2,5,5,12,Loyal Customers
CJ-12010,Caroline Jumper,2014-11-28,26,19356,2224,3,4,5,12,Loyal Customers
BS-11380,Bill Stewart,2014-12-03,23,18305.98,2219,3,4,5,12,Loyal Customers
BW-11110,Bart Watters,2014-11-07,35,30613.62,2245,2,5,5,12,Loyal Customers
SM-20320,Sean Miller,2014-12-10,21,31125.29,2212,4,3,5,12,Loyal Customers
EH-14125,Eugene Hildebrand,2014-09-20,31,17408.31,2293,2,5,5,12,Loyal Customers
VP-21760,Victoria Pisteka,2014-10-17,28,16935.56,2266,2,5,5,12,Loyal Customers
JK-15325,Jason Klamczynski,2014-10-15,28,17000.84,2268,2,5,5,12,Loyal Customers
SB-20170,Sarah Bern,2014-12-29,15,12950.93,2193,5,3,4,12,Loyal Customers
MS-17830,Melanie Seite,2014-12-08,26,11783.4,2214,4,4,4,12,Loyal Customers
BW-11200,Ben Wallace,2014-11-21,29,11862.37,2231,3,5,4,12,Loyal Customers
Dl-13600,Dorris liebe,2014-12-26,20,11912.76,2196,5,3,4,12,Loyal Customers
CM-12445,Chuck Magee,2014-12-16,25,11971.71,2206,4,4,4,12,Loyal Customers
VF-21715,Vicky Freymann,2014-12-18,24,12000.13,2204,4,4,4,12,Loyal Customers
ND-18460,Neil Ducich,2014-12-26,22,12061.44,2196,5,3,4,12,Loyal Customers
KL-16555,Kelly Lampkin,2014-12-16,26,12064.39,2206,4,4,4,12,Loyal Customers
PB-18805,Patrick Bzostek,2014-12-23,19,12075.4,2199,5,3,4,12,Loyal Customers
DO-13645,Doug O'Connell,2014-12-05,25,12083.48,2217,4,4,4,12,Loyal Customers
MS-17980,Michael Stewart,2014-12-05,27,16210.57,2217,3,4,5,12,Loyal Customers
BM-11650,Brian Moss,2014-11-28,24,14921,2224,3,4,5,12,Loyal Customers
DA-13450,Dianna Arnett,2014-12-18,25,13035.37,2204,4,4,4,12,Loyal Customers
DN-13690,Duane Noonan,2014-12-12,24,13098.34,2210,4,4,4,12,Loyal Customers
CB-12415,Christy Brittain,2014-12-05,23,12705.55,2217,4,4,4,12,Loyal Customers
SR-20425,Sharelle Roach,2014-12-23,19,12721.25,2199,5,3,4,12,Loyal Customers
LF-17185,Luke Foster,2014-12-09,22,12864.72,2213,4,4,4,12,Loyal Customers
MN-17935,Michael Nguyen,2014-12-23,21,12870.93,2199,5,3,4,12,Loyal Customers
PM-18940,Paul MacIntyre,2014-12-10,23,12893.59,2212,4,4,4,12,Loyal Customers
RM-19675,Robert Marley,2014-12-27,19,11151.96,2195,5,3,4,12,Loyal Customers
BB-11545,Brenda Bowman,2014-12-03,26,15797.57,2219,3,4,5,12,Loyal Customers
LR-17035,Lisa Ryan,2014-11-16,26,16118.97,2236,3,4,5,12,Loyal Customers
SA-20830,Sue Ann Reed,2014-10-29,30,15622.38,2254,2,5,5,12,Loyal Customers
SC-20440,Shaun Chance,2014-12-22,25,7677.44,2200,5,4,3,12,Loyal Customers
JM-15250,Janet Martin,2014-11-26,24,15594.46,2226,3,4,5,12,Loyal Customers
KN-16450,Kean Nguyen,2014-11-24,26,16294.7,2228,3,4,5,12,Loyal Customers
EG-13900,Emily Grady,2014-12-09,21,16562.35,2213,4,3,5,12,Loyal Customers
BE-11410,Bobby Elias,2014-10-08,30,16552.07,2275,2,5,5,12,Loyal Customers
TN-21040,Tanja Norvell,2014-12-09,29,9410.26,2213,4,5,3,12,Loyal Customers
GG-14650,Greg Guthrie,2014-11-28,28,12902.96,2224,3,5,4,12,Loyal Customers
JB-15925,Joni Blumstein,2014-12-22,19,12325.29,2200,5,3,4,12,Loyal Customers
BO-11425,Bobby Odegard,2014-12-26,21,12356.59,2196,5,3,4,12,Loyal Customers
EB-13705,Ed Braxton,2014-11-13,30,12382.28,2239,3,5,4,12,Loyal Customers
SP-20650,Stephanie Phelps,2014-12-11,24,10377.87,2211,4,4,4,12,Loyal Customers
GA-14515,George Ashbrook,2014-12-09,24,12488.67,2213,4,4,4,12,Loyal Customers
JH-15910,Jonathan Howell,2014-11-20,32,12532.72,2232,3,5,4,12,Loyal Customers
CJ-11875,Carl Jackson,2014-12-18,23,12538.83,2204,4,4,4,12,Loyal Customers
ES-14080,Erin Smith,2014-12-03,24,16236.01,2219,3,4,5,12,Loyal Customers
CS-12130,Chad Sievert,2014-12-20,22,10981.23,2202,4,4,4,12,Loyal Customers
FH-14350,Fred Harton,2014-12-30,20,10654.53,2192,5,3,4,12,Loyal Customers
KW-16435,Katrina Willman,2014-12-05,23,15319.97,2217,3,4,5,12,Loyal Customers
DO-13435,Denny Ordway,2014-10-28,32,15280.89,2255,2,5,5,12,Loyal Customers
AJ-10780,Anthony Jacobs,2014-11-13,25,15186.07,2239,3,4,5,12,Loyal Customers
SK-19990,Sally Knutson,2014-12-23,19,10932.97,2199,5,3,4,12,Loyal Customers
RH-19510,Rick Huthwaite,2014-12-11,25,11599.39,2211,4,4,4,12,Loyal Customers
VP-21730,Victor Preis,2014-12-01,29,11629.27,2221,3,5,4,12,Loyal Customers
MC-17275,Marc Crier,2014-11-17,34,11680.05,2235,3,5,4,12,Loyal Customers
RB-19570,Rob Beeghly,2014-12-11,25,10961.63,2211,4,4,4,12,Loyal Customers
NL-18310,Nancy Lomonaco,2014-12-06,25,10587.33,2216,4,4,4,12,Loyal Customers
AJ-10945,Ashley Jarboe,2014-12-03,29,11087.02,2219,3,5,4,12,Loyal Customers
AA-10375,Allen Armold,2014-12-25,23,5884.2,2197,5,4,3,12,Loyal Customers
SW-20455,Shaun Weien,2014-12-24,22,6038.02,2198,5,4,3,12,Loyal Customers
MM-18055,Michelle Moray,2014-12-16,25,11163.59,2206,4,4,4,12,Loyal Customers
RW-19690,Robert Waldorf,2014-12-16,25,11200.14,2206,4,4,4,12,Loyal Customers
SG-20890,Susan Gilcrest,2014-12-15,22,11260.3,2207,4,4,4,12,Loyal Customers
LL-16840,Lauren Leatherbury,2014-12-05,26,11287.78,2217,4,4,4,12,Loyal Customers
MC-18100,Mick Crebagga,2014-11-20,33,11353.75,2232,3,5,4,12,Loyal Customers
AO-10810,Anthony O'Donnell,2014-11-25,27,14537.8,2227,3,4,5,12,Loyal Customers
PC-18745,Pamela Coakley,2014-12-29,21,10693.5,2193,5,3,4,12,Loyal Customers
BG-11695,Brooke Gillingham,2014-12-22,19,10723.32,2200,5,3,4,12,Loyal Customers
GB-14575,Giulietta Baptist,2014-12-18,24,10748.99,2204,4,4,4,12,Loyal Customers
SG-20080,Sandra Glassco,2014-12-28,17,10774.5,2194,5,3,4,12,Loyal Customers
SV-20815,Stuart Van,2014-11-27,24,14575.5,2225,3,4,5,12,Loyal Customers
BS-11800,Bryan Spruell,2014-12-22,21,10887.21,2200,5,3,4,12,Loyal Customers
EM-14095,Eudokia Martin,2014-12-23,17,10889.7,2199,5,3,4,12,Loyal Customers
ND-18370,Natalie DeCherney,2014-12-19,23,10913.15,2203,4,4,4,12,Loyal Customers
MH-17440,Mark Haberlin,2014-12-23,25,7945.05,2199,5,4,3,12,Loyal Customers
SO-20335,Sean O'Donnell,2014-12-02,27,15534.95,2220,3,4,5,12,Loyal Customers
IG-15085,Ivan Gibson,2014-12-18,25,10383.13,2204,4,4,4,12,Loyal Customers
RA-19885,Ruben Ausman,2014-11-18,23,15435.5,2234,3,4,5,12,Loyal Customers
LE-16810,Laurel Elliston,2014-12-17,24,10429.25,2205,4,4,4,12,Loyal Customers
AG-10495,Andrew Gjertsen,2014-10-14,29,15380.31,2269,2,5,5,12,Loyal Customers
LW-17215,Luke Weiss,2014-12-10,24,10529.49,2212,4,4,4,12,Loyal Customers
ME-18010,Michelle Ellison,2014-11-19,27,10547.63,2233,3,5,4,12,Loyal Customers
SJ-20125,Sanjit Jacobs,2014-11-29,30,10562.09,2223,3,5,4,12,Loyal Customers
DF-13135,David Flashing,2014-12-22,18,10240.38,2200,5,3,4,12,Loyal Customers
MZ-17515,Mary Zewe,2014-12-08,25,13383.98,2214,4,4,4,12,Loyal Customers
KH-16630,Ken Heidel,2014-12-23,27,7220.7,2199,5,4,3,12,Loyal Customers
PW-19240,Pierre Wener,2014-12-30,24,7186.14,2192,5,4,3,12,Loyal Customers
MS-17530,MaryBeth Skach,2014-12-16,25,13335.04,2206,4,4,4,12,Loyal Customers
RD-19810,Ross DeVincentis,2014-12-17,30,7091.1,2205,4,5,3,12,Loyal Customers
PL-18925,Paul Lucas,2014-12-16,20,14256.72,2206,4,3,5,12,Loyal Customers
TD-20995,Tamara Dahlen,2014-12-31,25,6924.19,2191,5,4,3,12,Loyal Customers
DG-13300,Deirdre Greer,2014-12-01,28,13731.43,2221,3,5,4,12,Loyal Customers
CM-11815,Candace McMahon,2014-11-21,23,14362.8,2231,3,4,5,12,Loyal Customers
HF-14995,Herbert Flentye,2014-12-17,28,9712.87,2205,4,5,3,12,Loyal Customers
DW-13195,David Wiener,2014-12-25,26,9689.32,2197,5,4,3,12,Loyal Customers
JS-15685,Jim Sink,2014-11-21,26,14338.52,2231,3,4,5,12,Loyal Customers
BF-11020,Barry Französisch,2014-12-16,24,10201.28,2206,4,4,4,12,Loyal Customers
AA-10315,Alex Avila,2014-12-23,19,13747.41,2199,5,3,4,12,Loyal Customers
JD-15790,John Dryer,2014-12-16,24,10267.75,2206,4,4,4,12,Loyal Customers
PM-19135,Peter McVee,2014-12-19,22,9857.66,2203,4,4,4,12,Loyal Customers
JP-16135,Julie Prescott,2014-11-18,34,10163.51,2234,3,5,4,12,Loyal Customers
DE-13255,Deanra Eno,2014-12-12,22,10085.79,2210,4,4,4,12,Loyal Customers
DB-13615,Doug Bickford,2014-12-04,28,10031.46,2218,3,5,4,12,Loyal Customers
BB-10990,Barry Blumstein,2014-12-17,30,9064.53,2205,4,5,3,12,Loyal Customers
KW-16570,Kelly Williams,2014-12-09,34,9256.06,2213,4,5,3,12,Loyal Customers
AS-10240,Alan Shonely,2014-12-19,31,9006.67,2203,4,5,3,12,Loyal Customers
BV-11245,Benjamin Venier,2014-11-17,22,20681.68,2235,3,4,5,12,Loyal Customers
JM-15865,John Murray,2014-10-24,29,20841.95,2259,2,5,5,12,Loyal Customers
SB-20185,Sarah Brown,2014-10-18,31,21034.46,2265,2,5,5,12,Loyal Customers
GA-14725,Guy Armstrong,2014-12-29,24,8817.55,2193,5,4,3,12,Loyal Customers
TB-21175,Thomas Boland,2014-11-22,27,16573.6,2230,3,4,5,12,Loyal Customers
BF-11275,Beth Fritzler,2014-12-25,23,9578.6,2197,5,4,3,12,Loyal Customers
CM-12385,Christopher Martinez,2014-11-24,25,21882.97,2228,3,4,5,12,Loyal Customers
PP-18955,Paul Prost,2014-11-07,30,21884.18,2245,2,5,5,12,Loyal Customers
LD-16855,Lela Donovan,2014-11-19,30,13361.93,2233,3,5,4,12,Loyal Customers
AP-10915,Arthur Prichep,2014-10-16,32,15877.86,2267,2,5,5,12,Loyal Customers
PF-19165,Philip Fox,2014-10-01,36,16018.84,2282,2,5,5,12,Loyal Customers
DB-13405,Denny Blanton,2014-12-03,26,16083.96,2219,3,4,5,12,Loyal Customers
RD-19900,Ruben Dartt,2014-11-29,29,13485.75,2223,3,5,4,12,Loyal Customers
PT-19090,Pete Takahito,2014-12-25,25,8370.78,2197,5,4,3,12,Loyal Customers
SW-20245,Scot Wooten,2014-12-19,26,13576.68,2203,4,4,4,12,Loyal Customers
TS-21160,Theresa Swint,2014-12-23,22,6805.94,2199,5,4,3,12,Loyal Customers
AT-10435,Alyssa Tate,2014-12-19,24,13654.31,2203,4,4,4,12,Loyal Customers
TB-21055,Ted Butterfield,2014-11-26,29,13671.71,2226,3,5,4,12,Loyal Customers
VM-21685,Valerie Mitchum,2014-11-29,32,13708.12,2223,3,5,4,12,Loyal Customers
AW-10840,Anthony Witt,2014-12-15,25,13200.26,2207,4,4,4,12,Loyal Customers
TB-21625,Trudy Brown,2014-12-01,31,13266.2,2221,3,5,4,12,Loyal Customers
BK-11260,Berenike Kampe,2014-12-05,27,13294.69,2217,3,5,4,12,Loyal Customers
SU-20665,Stephanie Ulpright,2014-12-27,23,7442.46,2195,5,4,3,12,Loyal Customers
VD-21670,Valerie Dominguez,2014-11-25,21,14754.87,2227,3,3,5,11,Loyal Customers
KM-16720,Kunst Miller,2014-12-03,23,14041.02,2219,3,4,4,11,Loyal Customers
RS-19420,Ricardo Sperren,2014-10-16,28,14047.15,2267,2,5,4,11,Loyal Customers
LH-17155,Logan Haushalter,2014-10-17,29,14063.49,2266,2,5,4,11,Loyal Customers
RH-19600,Rob Haberlin,2014-12-25,21,4629.7,2197,5,3,3,11,Loyal Customers
BT-11680,Brian Thompson,2014-12-13,22,14087.76,2209,4,3,4,11,Loyal Customers
TM-21490,Tony Molinari,2014-11-21,27,13908.86,2231,3,4,4,11,Loyal Customers
AR-10345,Alex Russell,2014-12-02,26,14165.8,2220,3,4,4,11,Loyal Customers
TT-21265,Tim Taslimi,2014-12-30,20,4730.64,2192,5,3,3,11,Loyal Customers
MO-17950,Michael Oakman,2014-12-25,14,4527.39,2197,5,3,3,11,Loyal Customers
RS-19765,Roland Schwarz,2014-11-25,25,13582.12,2227,3,4,4,11,Loyal Customers
DB-13120,David Bremer,2014-12-26,16,5602.59,2196,5,3,3,11,Loyal Customers
IG-5085,Ivan Gibson,2014-12-30,12,5766.24,2192,5,3,3,11,Loyal Customers
NP-18700,Nora Preis,2014-12-03,27,14036.43,2219,3,4,4,11,Loyal Customers
SH-20635,Stefanie Holloman,2014-12-01,25,13546.75,2221,3,4,4,11,Loyal Customers
JR-15670,Jim Radford,2014-12-19,20,13338.09,2203,4,3,4,11,Loyal Customers
BP-11050,Barry Pond,2014-12-26,21,5403.79,2196,5,3,3,11,Loyal Customers
NF-8385,Natalie Fritzler,2014-12-30,11,3736.9,2192,5,3,3,11,Loyal Customers
NZ-18565,Nick Zandusky,2014-10-07,26,19941.7,2276,2,4,5,11,Loyal Customers
HL-15040,Hunter Lopez,2014-12-01,20,29664.23,2221,3,3,5,11,Loyal Customers
RL-19615,Rob Lucas,2014-09-02,23,14866.82,2311,2,4,5,11,Loyal Customers
JS-15940,Joni Sundaresam,2014-12-26,15,3874.77,2196,5,3,3,11,Loyal Customers
LA-6780,Laura Armstrong,2014-12-30,12,3589.44,2192,5,3,3,11,Loyal Customers
MF-17665,Maureen Fritzler,2014-11-10,29,13366.53,2242,2,5,4,11,Loyal Customers
HK-14890,Heather Kirkland,2014-11-18,27,13886.44,2234,3,4,4,11,Loyal Customers
TT-21220,Thomas Thornton,2014-11-24,22,13224.56,2228,3,4,4,11,Loyal Customers
HA-14905,Helen Abelman,2014-10-23,24,15826.81,2260,2,4,5,11,Loyal Customers
CR-12820,Cyra Reiten,2014-11-01,24,14470.55,2251,2,4,5,11,Loyal Customers
JE-15610,Jim Epp,2014-11-19,26,13192.69,2233,3,4,4,11,Loyal Customers
DW-13540,Don Weiss,2014-12-19,20,13166.42,2203,4,3,4,11,Loyal Customers
MH-17290,Marc Harrigan,2014-11-24,25,13718.7,2228,3,4,4,11,Loyal Customers
GM-14695,Greg Maxwell,2014-11-14,19,14564.94,2238,3,3,5,11,Loyal Customers
CT-11995,Carol Triggs,2014-12-03,27,13715.8,2219,3,4,4,11,Loyal Customers
BT-11530,Bradley Talbott,2014-11-28,25,13808.32,2224,3,4,4,11,Loyal Customers
BP-11155,Becky Pak,2014-11-29,24,13696.14,2223,3,4,4,11,Loyal Customers
DP-13000,Darren Powers,2014-10-31,31,13882.76,2252,2,5,4,11,Loyal Customers
KF-16285,Karen Ferguson,2014-11-24,21,15164.87,2228,3,3,5,11,Loyal Customers
AP-10720,Anne Pryor,2014-11-20,20,15362.06,2232,3,3,5,11,Loyal Customers
CM-12655,Corinna Mitchell,2014-12-04,18,14188.72,2218,3,3,5,11,Loyal Customers
CY-12745,Craig Yedwab,2014-11-01,31,13928.47,2251,2,5,4,11,Loyal Customers
TW-21025,Tamara Willingham,2014-11-20,27,13931.9,2232,3,4,4,11,Loyal Customers
EB-14110,Eugene Barchas,2014-11-26,24,13665.47,2226,3,4,4,11,Loyal Customers
DW-13480,Dianna Wilson,2014-10-27,23,16336.86,2256,2,4,5,11,Loyal Customers
KB-16585,Ken Black,2014-09-29,27,16385.75,2284,2,4,5,11,Loyal Customers
AC-10660,Anna Chung,2014-12-29,21,6255.62,2193,5,3,3,11,Loyal Customers
TH-21115,Thea Hudgings,2014-11-18,25,13483.62,2234,3,4,4,11,Loyal Customers
ML-18265,Muhammed Lee,2014-09-22,26,14674,2291,2,4,5,11,Loyal Customers
MO-17500,Mary O'Rourke,2014-11-25,24,10314.41,2227,3,4,4,11,Loyal Customers
AG-10765,Anthony Garverick,2014-12-03,27,9824.78,2219,3,4,4,11,Loyal Customers
HR-14770,Hallie Redmond,2014-12-18,18,11126.93,2204,4,3,4,11,Loyal Customers
CV-12805,Cynthia Voltz,2014-12-27,20,9764.13,2195,5,3,3,11,Loyal Customers
HA-14920,Helen Andreada,2014-12-11,25,9740.4,2211,4,4,3,11,Loyal Customers
JR-16210,Justin Ritter,2014-12-13,21,12589.96,2209,4,3,4,11,Loyal Customers
BT-11395,Bill Tyler,2014-12-03,24,11347.53,2219,3,4,4,11,Loyal Customers
SC-20575,Sonia Cooley,2014-12-04,33,9685.42,2218,3,5,3,11,Loyal Customers
MH-17620,Matt Hagelstein,2014-12-08,20,11038.31,2214,4,3,4,11,Loyal Customers
MH-18025,Michelle Huthwaite,2014-12-11,19,11753.7,2211,4,3,4,11,Loyal Customers
BM-11575,Brendan Murry,2014-11-27,25,10351.33,2225,3,4,4,11,Loyal Customers
BT-11305,Beth Thompson,2014-12-03,24,10321.82,2219,3,4,4,11,Loyal Customers
MA-17995,Michelle Arnett,2014-11-19,22,10006.45,2233,3,4,4,11,Loyal Customers
RR-19315,Ralph Ritter,2014-12-12,21,11765.04,2210,4,3,4,11,Loyal Customers
BS-11590,Brendan Sweed,2014-11-26,23,11358.59,2226,3,4,4,11,Loyal Customers
AW-10930,Arthur Wiediger,2014-11-26,22,10230.96,2226,3,4,4,11,Loyal Customers
NB-18655,Nona Balk,2014-12-12,22,9647.2,2210,4,4,3,11,Loyal Customers
BD-11770,Bryan Davis,2014-11-26,26,10168.33,2226,3,4,4,11,Loyal Customers
BF-11080,Bart Folk,2014-12-06,21,10134.56,2216,4,3,4,11,Loyal Customers
GB-14530,George Bell,2014-11-28,25,11657.75,2224,3,4,4,11,Loyal Customers
EM-14065,Erin Mull,2014-12-15,17,12108.31,2207,4,3,4,11,Loyal Customers
MK-18160,Mike Kennedy,2014-12-09,20,10043.32,2213,4,3,4,11,Loyal Customers
CM-12235,Chris McAfee,2014-11-19,22,11377.59,2233,3,4,4,11,Loyal Customers
AR-10540,Andy Reiter,2014-12-25,15,7983.95,2197,5,3,3,11,Loyal Customers
SS-20515,Shirley Schmidt,2014-12-31,19,7480.62,2191,5,3,3,11,Loyal Customers
TB-11250,Tim Brockman,2014-12-30,15,7270.84,2192,5,3,3,11,Loyal Customers
SV-10815,Stuart Van,2014-12-23,9,7728.91,2199,5,3,3,11,Loyal Customers
KM-16225,Kalyca Meade,2014-12-31,18,7754.55,2191,5,3,3,11,Loyal Customers
LC-16930,Linda Cazamias,2014-11-20,26,11660.69,2232,3,4,4,11,Loyal Customers
RE-19450,Richard Eichhorn,2014-12-08,18,10660.49,2214,4,3,4,11,Loyal Customers
MM-18280,Muhammed MacIntyre,2014-12-19,25,7134.3,2203,4,4,3,11,Loyal Customers
ME-17725,Max Engle,2014-12-03,28,7839.89,2219,3,5,3,11,Loyal Customers
ML-18040,Michelle Lonsdale,2014-12-24,19,8677.6,2198,5,3,3,11,Loyal Customers
LH-16750,Larry Hughes,2014-12-19,22,7945.09,2203,4,4,3,11,Loyal Customers
SG-20605,Speros Goranitis,2014-10-17,32,10128.54,2266,2,5,4,11,Loyal Customers
AG-10270,Alejandro Grove,2014-11-21,25,10637.4,2231,3,4,4,11,Loyal Customers
CC-2370,Christopher Conant,2014-12-25,9,6957.23,2197,5,3,3,11,Loyal Customers
JC-16105,Julie Creighton,2014-11-04,28,11079.1,2248,2,5,4,11,Loyal Customers
GM-14455,Gary Mitchum,2014-12-15,17,10523.65,2207,4,3,4,11,Loyal Customers
RC-19960,Ryan Crowe,2014-12-09,22,7897.87,2213,4,4,3,11,Loyal Customers
LW-16825,Laurel Workman,2014-12-09,20,9990.86,2213,4,3,4,11,Loyal Customers
VB-21745,Victoria Brennan,2014-12-19,21,9961.05,2203,4,3,4,11,Loyal Customers
EJ-14155,Eva Jacobs,2014-12-04,23,12324.84,2218,3,4,4,11,Loyal Customers
SC-20800,Stuart Calhoun,2014-12-01,24,11321.28,2221,3,4,4,11,Loyal Customers
BP-11230,Benjamin Patterson,2014-11-22,23,12573.61,2230,3,4,4,11,Loyal Customers
NK-18490,Neil Knudson,2014-12-05,24,11483.19,2217,3,4,4,11,Loyal Customers
XP-21865,Xylona Preis,2014-11-18,27,11187.15,2234,3,4,4,11,Loyal Customers
JR-15700,Jocasta Rupert,2014-12-24,18,9568.32,2198,5,3,3,11,Loyal Customers
SB-20290,Sean Braxton,2014-11-20,22,18538.53,2232,3,3,5,11,Loyal Customers
AI-10855,Arianne Irving,2014-12-18,22,8358.6,2204,4,4,3,11,Loyal Customers
EH-14185,Evan Henry,2014-10-25,29,12800.51,2258,2,5,4,11,Loyal Customers
ZD-21925,Zuschuss Donatelli,2014-12-30,20,9479.34,2192,5,3,3,11,Loyal Customers
CA-12055,Cathy Armstrong,2014-12-18,22,10691.03,2204,4,3,4,11,Loyal Customers
